time,year,lat,long,commodity,volume,state,release type,water,cost,cause
2014-04-29 06:55:00,2014,41.1274,-104.7907,REFINED LIQUIDS,210,WY,OVERFILL OR OVERFLOW,NO,1608.1528497409327,EQUIPMENT FAILURE
2014-04-29 08:30:00,2014,30.075180600000003,-94.064083,FLAMMABLE GASES,168,TX,LEAK,NO,53409.45595854927,CORROSION FAILURE
2014-05-02 08:30:00,2014,40.52243,-74.25384,REFINED LIQUIDS,0,TX,LEAK,NO,1409774.8704663208,EQUIPMENT FAILURE
2014-05-01 06:40:00,2014,35.46577,-97.44754,REFINED LIQUIDS,0,OK,LEAK,NO,340.411917098445,EQUIPMENT FAILURE
2014-04-30 03:32:00,2014,40.52243,-74.25384,REFINED LIQUIDS,0,TX,LEAK,NO,1766.6204663212438,EQUIPMENT FAILURE
2014-05-02 16:00:00,2014,32.02363,-102.012028,CRUDE OIL,0,TX,LEAK,NO,2371.145077720215,EQUIPMENT FAILURE
2014-05-02 07:20:00,2014,31.1158,-102.2931,CARBON DIOXIDE,86772,TX,LEAK,NO,13628.215025906744,EQUIPMENT FAILURE
2014-05-01 13:00:00,2014,32.019351,-102.01641,CRUDE OIL,168,TX,LEAK,NO,1643.3678756476672,INCORRECT OPERATION
2014-05-01 08:25:00,2014,32.02363,-102.01169,CRUDE OIL,16800,TX,LEAK,NO,82168.39378238349,EQUIPMENT FAILURE
2014-05-06 16:12:00,2014,39.369394,-99.80891,CRUDE OIL,84,KS,LEAK,NO,17554.690414507775,EQUIPMENT FAILURE
2014-05-04 09:45:00,2014,32.960694000000004,-102.617915,CRUDE OIL,42,TX,LEAK,NO,4754.028497409329,EQUIPMENT FAILURE
2014-05-07 16:15:00,2014,29.71927,-95.1986,REFINED LIQUIDS,31248,TX,LEAK,NO,1725536.2694300502,CORROSION FAILURE
2014-05-06 11:18:00,2014,32.794160999999995,-101.019901,CRUDE OIL,126,TX,MECHANICAL PUNCTURE,NO,70430.05181347152,EXCAVATION DAMAGE
2014-05-12 06:16:00,2014,28.260371999999997,-92.250136,CRUDE OIL,0,,LEAK,YES,1702059.585492227,CORROSION FAILURE
2014-05-07 05:30:00,2014,32.756190000000004,-102.71984,CRUDE OIL,420,TX,LEAK,NO,121689.04352331604,CORROSION FAILURE
2014-05-06 15:29:00,2014,40.298320000000004,-92.11386999999999,REFINED LIQUIDS,11340,MO,LEAK,NO,997653.4222797918,EXCAVATION DAMAGE
2014-05-12 13:18:00,2014,34.481971,-82.60639,REFINED LIQUIDS,25536,SC,LEAK,YES,1373738.1606217609,INCORRECT OPERATION
2014-05-11 16:30:00,2014,33.03568558,-96.20079871,REFINED LIQUIDS,0,TX,OVERFILL OR OVERFLOW,NO,1197.3108808290142,EQUIPMENT FAILURE
2014-05-28 09:00:00,2014,30.005808299999998,-90.8609222,CRUDE OIL,84,LA,OVERFILL OR OVERFLOW,YES,5869.170984455956,NATURAL FORCE DAMAGE
2014-05-13 05:50:00,2014,31.819741999999998,-88.903921,CRUDE OIL,168,MS,LEAK,NO,16673.140932642484,CORROSION FAILURE
2014-05-13 13:00:00,2014,34.478859,-120.014772,CRUDE OIL,0,CA,LEAK,NO,6607.512694300524,EQUIPMENT FAILURE
2014-05-15 00:13:00,2014,34.146190999999995,-118.272341,CRUDE OIL,13902,CA,LEAK,NO,3626654.658031077,EQUIPMENT FAILURE
2014-05-14 08:00:00,2014,36.64234919,-94.9731575,REFINED LIQUIDS,84,OK,LEAK,NO,70876.10880829017,EQUIPMENT FAILURE
2014-05-18 13:30:00,2014,30.47832,-91.21973,CRUDE OIL,840,LA,LEAK,NO,112340.62797927464,INCORRECT OPERATION
2014-05-20 13:49:00,2014,29.906433000000003,-94.149808,REFINED LIQUIDS,10500,TX,LEAK,NO,8788496.632124353,INCORRECT OPERATION
2014-05-18 09:50:00,2014,39.13839,-94.60294,REFINED LIQUIDS,0,KS,LEAK,NO,5428.9831606217695,EQUIPMENT FAILURE
2014-05-27 09:00:00,2014,29.52225,-95.108347,CRUDE OIL,42,TX,LEAK,NO,16551.06217616579,EQUIPMENT FAILURE
2014-05-20 09:30:00,2014,31.4396,-98.14535,CRUDE OIL,84,TX,LEAK,NO,55402.626424870345,CORROSION FAILURE
2014-06-04 13:14:00,2014,37.7766173,-87.073657,CRUDE OIL,0,KY,OTHER,NO,0.0,INCORRECT OPERATION
2014-06-05 02:00:00,2014,37.7766173,-87.073657,CRUDE OIL,294,KY,OTHER,NO,2594.1735751295214,NATURAL FORCE DAMAGE
2014-05-21 09:43:00,2014,29.76673,-95.01269,REFINED LIQUIDS,42,TX,OVERFILL OR OVERFLOW,NO,20307.331606217605,EQUIPMENT FAILURE
2014-05-20 12:38:00,2014,41.686997,-107.98125,CRUDE OIL,0,WY,LEAK,NO,5426.635492227966,EQUIPMENT FAILURE
2014-05-28 19:00:00,2014,30.011770000000002,-90.857704,CRUDE OIL,3528,LA,LEAK,NO,243453.21243523207,NATURAL FORCE DAMAGE
2014-05-22 17:50:00,2014,33.806917,-118.227056,REFINED LIQUIDS,41538,CA,OTHER,NO,234766.83937823918,INCORRECT OPERATION
2014-05-24 17:27:00,2014,35.280359999999995,-119.42238,CRUDE OIL,0,CA,LEAK,NO,416828.5233160622,EQUIPMENT FAILURE
2014-05-28 14:35:00,2014,36.07076,-79.93915,REFINED LIQUIDS,630,NC,LEAK,NO,565788.082901555,CORROSION FAILURE
2014-05-25 08:20:00,2014,32.017924,-102.026822,CRUDE OIL,6300,TX,OVERFILL OR OVERFLOW,NO,55522.35751295335,INCORRECT OPERATION
2014-05-24 11:44:00,2014,31.968284000000004,-102.07291,REFINED LIQUIDS,37380,TX,MECHANICAL PUNCTURE,YES,3569923.2512953347,EXCAVATION DAMAGE
2014-05-26 18:25:00,2014,34.94194,-92.45555,CRUDE OIL,0,AR,OTHER,NO,5927.862694300526,INCORRECT OPERATION
2014-05-31 10:15:00,2014,30.006588800000003,-90.4014277,CRUDE OIL,0,LA,LEAK,NO,1173.8341968911914,INCORRECT OPERATION
2014-06-08 17:45:00,2014,35.444988,-119.0425888,CRUDE OIL,0,CA,RUPTURE,NO,4695.336787564761,INCORRECT OPERATION
2014-05-29 13:30:00,2014,44.85338,-92.99561,REFINED LIQUIDS,0,MN,LEAK,NO,22319.283419689113,EQUIPMENT FAILURE
2014-05-28 15:30:00,2014,38.617703999999996,-94.498427,CRUDE OIL,0,MO,LEAK,NO,5376.16062176165,CORROSION FAILURE
2014-06-18 19:55:00,2014,31.64875,-89.51924,REFINED LIQUIDS,42,MS,LEAK,YES,31449.36580310885,EQUIPMENT FAILURE
2014-06-20 02:55:00,2014,29.695809999999998,-89.97761,REFINED LIQUIDS,0,LA,LEAK,NO,359.1932642487057,EQUIPMENT FAILURE
2014-06-09 11:41:00,2014,37.139844000000004,-100.569479,CRUDE OIL,840,KS,LEAK,NO,18347.028497409327,INCORRECT OPERATION
2014-06-21 06:40:00,2014,38.003663,-122.056224,REFINED LIQUIDS,294,CA,OVERFILL OR OVERFLOW,NO,40442.10958549211,INCORRECT OPERATION
2014-06-11 11:19:00,2014,26.650465000000004,-98.460842,CRUDE OIL,1050,TX,LEAK,NO,231615.09455958605,EQUIPMENT FAILURE
2014-06-24 06:30:00,2014,35.947714000000005,-96.754536,CRUDE OIL,0,OK,LEAK,NO,3321.9507772020806,EQUIPMENT FAILURE
2014-06-24 09:25:00,2014,35.719297999999995,-101.353026,REFINED LIQUIDS,0,TX,LEAK,NO,15318.536269430047,EQUIPMENT FAILURE
2014-06-17 09:00:00,2014,38.502520000000004,-94.86919,REFINED LIQUIDS,0,KS,LEAK,NO,20659.481865284975,CORROSION FAILURE
2014-06-23 04:10:00,2014,31.553051,-104.11549000000001,FLAMMABLE GASES,19866,TX,OTHER,NO,2220.894300518134,EQUIPMENT FAILURE
2014-06-14 07:08:00,2014,47.582395,-115.300693,REFINED LIQUIDS,126,MT,RUPTURE,NO,13719.774093264234,EQUIPMENT FAILURE
2014-06-20 08:17:00,2014,39.120709999999995,-94.44495,REFINED LIQUIDS,462,MO,LEAK,YES,629351.2046632129,CORROSION FAILURE
2014-06-24 08:10:00,2014,34.0577675,-118.360143,CRUDE OIL,0,CA,LEAK,NO,217775.58937823825,CORROSION FAILURE
2014-06-18 04:55:00,2014,38.26485,-97.8667,FLAMMABLE GASES,84,KS,LEAK,NO,84786.04404145072,MATERIAL FAILURE OF PIPE OR WELD
2014-06-21 10:30:00,2014,38.045747,-122.24484299999999,REFINED LIQUIDS,1554,CA,LEAK,NO,61039.378238341866,INCORRECT OPERATION
2014-06-25 08:15:00,2014,38.061436,-122.13439199999999,CRUDE OIL,924,CA,LEAK,NO,59865.544041450725,CORROSION FAILURE
2014-06-30 07:00:00,2014,30.71133,-91.28204000000001,REFINED LIQUIDS,0,LA,LEAK,NO,10015.153367875646,EQUIPMENT FAILURE
2014-06-28 20:53:00,2014,42.05679,-88.49732,CRUDE OIL,126,IL,LEAK,NO,46131.68393782392,EQUIPMENT FAILURE
2014-03-14 00:30:00,2014,41.143640000000005,-87.902235,REFINED LIQUIDS,210,IL,LEAK,NO,2356023.7455958608,OTHER OUTSIDE FORCE DAMAGE
2014-06-29 05:00:00,2014,38.792939000000004,-89.085639,CRUDE OIL,27132,IL,LEAK,NO,1837050.518134715,CORROSION FAILURE
2014-07-01 15:50:00,2014,36.38322,-97.60424,FLAMMABLE GASES,168,OK,LEAK,NO,42258.03108808278,MATERIAL FAILURE OF PIPE OR WELD
2014-07-01 09:49:00,2014,35.983000000000004,-101.40899999999999,CARBON DIOXIDE,42,TX,LEAK,NO,18781.347150259066,CORROSION FAILURE
2014-06-30 14:00:00,2014,29.705971999999996,-95.23783399999999,CRUDE OIL,2814,TX,LEAK,NO,0.0,OTHER INCIDENT CAUSE
2014-07-03 04:10:00,2014,31.661590000000004,-102.20698,CRUDE OIL,420,TX,LEAK,NO,15788.06994818653,EQUIPMENT FAILURE
2014-07-08 15:45:00,2014,40.52243,-74.25384,REFINED LIQUIDS,0,TX,LEAK,NO,792338.0829015549,CORROSION FAILURE
2014-07-08 18:10:00,2014,40.58547,-74.21356999999999,REFINED LIQUIDS,0,NJ,LEAK,NO,9390.673575129522,EQUIPMENT FAILURE
2014-07-07 16:15:00,2014,35.231666,-119.43462199999999,CRUDE OIL,420,CA,LEAK,NO,24767.901554404067,EQUIPMENT FAILURE
2014-07-04 00:30:00,2014,33.803335,-118.254678,CRUDE OIL,9450,CA,LEAK,NO,330082.17616580374,CORROSION FAILURE
2014-07-10 07:00:00,2014,36.55711482,-97.29606047,CRUDE OIL,0,OK,OVERFILL OR OVERFLOW,NO,1819.443005181347,EQUIPMENT FAILURE
2014-07-25 09:29:00,2014,39.96675,-83.110839,REFINED LIQUIDS,0,OH,LEAK,NO,14209.262953367868,EQUIPMENT FAILURE
2014-07-10 01:30:00,2014,32.531929999999996,-100.83051,CRUDE OIL,126,TX,OVERFILL OR OVERFLOW,NO,13240.849740932632,EQUIPMENT FAILURE
2014-07-08 18:20:00,2014,41.410371999999995,-88.373137,FLAMMABLE GASES,0,IL,OTHER,NO,264.1126943005191,INCORRECT OPERATION
2014-07-11 11:34:00,2014,41.60766736,-87.43874523,REFINED LIQUIDS,420,IN,LEAK,NO,140309.57538860093,EQUIPMENT FAILURE
2014-07-22 13:30:00,2014,37.80225,-96.87536999999999,REFINED LIQUIDS,0,KS,LEAK,NO,1801.8354922279784,EQUIPMENT FAILURE
2014-07-22 07:40:00,2014,29.975070000000002,-94.05649,REFINED LIQUIDS,0,TX,OTHER,NO,5869.170984455956,EXCAVATION DAMAGE
2014-07-13 18:15:00,2014,32.650335999999996,-103.13947900000001,CRUDE OIL,5040,NM,LEAK,NO,79820.72538860096,CORROSION FAILURE
2014-07-13 20:05:00,2014,41.126883,-104.791108,CRUDE OIL,21000,WY,OTHER,NO,7043.005181347154,NATURAL FORCE DAMAGE
2014-07-26 05:09:00,2014,39.047579999999996,-101.73915,CRUDE OIL,168,KS,LEAK,NO,7629.92227979275,INCORRECT OPERATION
2014-07-15 15:30:00,2014,32.53151,-100.85003,CRUDE OIL,0,TX,LEAK,NO,6473.695595854929,INCORRECT OPERATION
2014-07-26 00:10:00,2014,29.752401000000003,-95.207068,REFINED LIQUIDS,0,TX,LEAK,NO,1760.7512953367868,EQUIPMENT FAILURE
2014-07-19 14:28:00,2014,32.864670000000004,-102.914893,CRUDE OIL,33600,TX,LEAK,NO,176592.79041450765,EQUIPMENT FAILURE
2014-07-20 08:02:00,2014,47.458331,-122.22436,REFINED LIQUIDS,0,WA,LEAK,NO,4030.9466321243535,EQUIPMENT FAILURE
2014-07-23 13:16:00,2014,27.87527711,-91.98638879999999,CRUDE OIL,42,,LEAK,YES,29520.756217616512,CORROSION FAILURE
2014-07-21 14:05:00,2014,40.34117,-104.424018,FLAMMABLE GASES,14700,CO,LEAK,NO,1032974.0932642488,EQUIPMENT FAILURE
2014-07-25 18:15:00,2014,39.846349,-75.459406,REFINED LIQUIDS,0,PA,LEAK,NO,291110.8808290144,NATURAL FORCE DAMAGE
2014-07-24 15:55:00,2014,29.991106,-93.993675,CRUDE OIL,42,TX,LEAK,NO,11224.202590673565,EQUIPMENT FAILURE
2014-06-30 09:46:00,2014,44.803407,-94.835427,REFINED LIQUIDS,966,MN,LEAK,YES,171805.8945595854,NATURAL FORCE DAMAGE
2014-07-25 17:00:00,2014,29.976335,-90.469736,FLAMMABLE GASES,0,LA,LEAK,NO,604840.3727979282,CORROSION FAILURE
2014-07-23 21:30:00,2014,33.86343,-118.16467,CRUDE OIL,84,CA,LEAK,NO,35215.02590673565,CORROSION FAILURE
2014-07-23 15:38:00,2014,40.831354,-111.91978,CRUDE OIL,42,UT,LEAK,NO,22478.924870466315,EQUIPMENT FAILURE
2014-07-25 18:45:00,2014,30.737681,-95.340804,FLAMMABLE GASES,588,TX,LEAK,NO,4833.849222797919,EQUIPMENT FAILURE
2014-07-26 10:00:00,2014,32.652052000000005,-103.13993,CRUDE OIL,0,NM,LEAK,NO,2136.378238341969,EQUIPMENT FAILURE
2014-08-02 17:00:00,2014,30.011770000000002,-90.857704,CRUDE OIL,0,LA,OVERFILL OR OVERFLOW,NO,2371.145077720215,EQUIPMENT FAILURE
2014-07-27 11:30:00,2014,32.650231,-103.138898,CRUDE OIL,336,NM,LEAK,NO,14086.010362694307,CORROSION FAILURE
2014-07-28 01:40:00,2014,33.769741499999995,-118.20935349999999,CRUDE OIL,672,CA,LEAK,NO,161519.58549222798,CORROSION FAILURE
2014-07-31 15:30:00,2014,29.765783000000003,-95.011627,REFINED LIQUIDS,0,TX,LEAK,NO,335159.00906735647,EQUIPMENT FAILURE
2014-08-01 17:50:00,2014,36.472798,-102.268817,FLAMMABLE GASES,0,TX,LEAK,NO,5939.601036269425,EQUIPMENT FAILURE
2014-08-07 19:49:00,2014,41.890476,104.26339899999999,CRUDE OIL,84,WY,LEAK,NO,789051.3471502584,NATURAL FORCE DAMAGE
2014-08-02 11:40:00,2014,41.93695,-87.89361,REFINED LIQUIDS,420,IL,LEAK,NO,112688.08290155428,CORROSION FAILURE
2014-08-07 14:00:00,2014,40.52243,-74.25384,REFINED LIQUIDS,42,TX,OTHER,NO,69256.21761658037,EQUIPMENT FAILURE
2014-08-09 15:15:00,2014,38.332983,-98.184795,CRUDE OIL,84,KS,OVERFILL OR OVERFLOW,NO,1572.9378238341963,EQUIPMENT FAILURE
2014-08-09 08:00:00,2014,31.81685,-106.20993999999999,REFINED LIQUIDS,252,TX,OVERFILL OR OVERFLOW,NO,16419.592746113995,INCORRECT OPERATION
2014-08-07 16:53:00,2014,28.422697999999997,-81.370474,REFINED LIQUIDS,0,FL,LEAK,NO,203190.6994818653,NATURAL FORCE DAMAGE
2014-08-07 10:05:00,2014,35.97916323,-96.00824525,REFINED LIQUIDS,0,OK,OVERFILL OR OVERFLOW,NO,13909.93523316062,INCORRECT OPERATION
2014-08-06 13:30:00,2014,32.02424,-102.013347,CRUDE OIL,168,TX,LEAK,NO,71486.50259067345,CORROSION FAILURE
2014-08-06 14:02:00,2014,47.97958,-103.6615,CRUDE OIL,0,ND,LEAK,NO,86830.86321243516,INCORRECT OPERATION
2014-08-10 18:45:00,2014,47.68889,-95.41221999999999,CRUDE OIL,0,MN,LEAK,NO,18577.1,EQUIPMENT FAILURE
2014-08-11 09:00:00,2014,38.77706,-89.08485,CRUDE OIL,0,IL,LEAK,NO,81053.25129533683,CORROSION FAILURE
2014-08-14 11:00:00,2014,37.1647,-97.87432,FLAMMABLE GASES,672,KS,LEAK,YES,376596.53005181334,MATERIAL FAILURE OF PIPE OR WELD
2014-08-21 18:50:00,2014,40.697155,-84.126641,REFINED LIQUIDS,0,OH,LEAK,YES,10173.620984455956,EQUIPMENT FAILURE
2014-08-17 17:00:00,2014,29.119939000000002,-90.132573,CRUDE OIL,0,,LEAK,YES,901321.5450777202,OTHER INCIDENT CAUSE
2014-08-18 06:15:00,2014,46.683889,-92.054722,CRUDE OIL,84,WI,OTHER,NO,313090.92616580374,OTHER INCIDENT CAUSE
2014-08-22 13:00:00,2014,35.943703,-96.754623,CRUDE OIL,0,OK,LEAK,NO,2958.0621761658126,CORROSION FAILURE
2014-08-19 10:00:00,2014,29.99447,-93.99172,CRUDE OIL,0,TX,LEAK,NO,787.6427461139903,EQUIPMENT FAILURE
2014-08-18 09:30:00,2014,27.808590000000002,-97.43599,REFINED LIQUIDS,0,TX,LEAK,NO,24650.51813471507,CORROSION FAILURE
2014-08-13 16:01:00,2014,42.557406,-107.007911,CRUDE OIL,1260,WY,OTHER,NO,276534.2077720215,INCORRECT OPERATION
2014-08-25 11:00:00,2014,30.30467,-92.82545,REFINED LIQUIDS,84,LA,LEAK,NO,35215.02590673565,EQUIPMENT FAILURE
2014-08-21 21:05:00,2014,33.286639,-86.74691,REFINED LIQUIDS,38598,AL,LEAK,YES,3361861.139896364,MATERIAL FAILURE OF PIPE OR WELD
2014-08-21 09:30:00,2014,29.791140000000002,-95.27918000000001,CRUDE OIL,0,TX,LEAK,NO,22396.756476683924,CORROSION FAILURE
2014-08-25 21:00:00,2014,36.773610999999995,-97.756389,FLAMMABLE GASES,2184,OK,LEAK,NO,8018.461398963731,INCORRECT OPERATION
2014-08-20 08:30:00,2014,40.609186,-74.239401,REFINED LIQUIDS,6006,NJ,LEAK,NO,1145948.5917098443,CORROSION FAILURE
2014-08-29 12:35:00,2014,37.67502,-98.44337,CRUDE OIL,0,KS,LEAK,NO,469.53367875647604,EQUIPMENT FAILURE
2014-08-28 09:01:00,2014,28.949447999999997,-95.430748,CRUDE OIL,0,TX,OTHER,NO,19309.572538860095,NATURAL FORCE DAMAGE
2014-08-26 13:45:00,2014,28.696659999999998,-96.55023,FLAMMABLE GASES,0,TX,LEAK,NO,58398.251295336835,EQUIPMENT FAILURE
2014-08-29 18:27:00,2014,29.34525,-94.935183,CRUDE OIL,84,TX,LEAK,NO,72895.10362694306,CORROSION FAILURE
2014-09-03 03:53:00,2014,40.58061,-74.2147,REFINED LIQUIDS,0,NJ,LEAK,NO,4343.186528497416,EQUIPMENT FAILURE
2014-08-31 15:35:00,2014,40.52243,-74.25384,REFINED LIQUIDS,0,TX,LEAK,YES,9390.673575129522,EQUIPMENT FAILURE
2014-08-29 19:45:00,2014,70.26126500000001,-148.611844,CRUDE OIL,252,AK,LEAK,NO,7747.305699481865,EQUIPMENT FAILURE
2014-08-29 11:00:00,2014,35.94745,-96.74214,CRUDE OIL,42,OK,LEAK,NO,5981.859067357511,EQUIPMENT FAILURE
2014-09-01 07:10:00,2014,32.081519,-103.180924,CRUDE OIL,42,NM,LEAK,NO,6573.471502590669,CORROSION FAILURE
2014-08-30 14:30:00,2014,40.563565000000004,-74.245512,REFINED LIQUIDS,84,NJ,LEAK,NO,1760.7512953367868,INCORRECT OPERATION
2014-09-01 07:10:00,2014,33.923171,-97.720683,CRUDE OIL,84,TX,LEAK,NO,18781.347150259066,CORROSION FAILURE
2014-09-01 08:00:00,2014,45.15209388,-104.71481248,CRUDE OIL,210,MT,LEAK,NO,9801.515544041458,EQUIPMENT FAILURE
2014-08-31 14:15:00,2014,40.654111,-103.03132,CRUDE OIL,8400,CO,LEAK,NO,1109253.3608808278,OTHER OUTSIDE FORCE DAMAGE
2014-09-04 11:30:00,2014,35.347873,-98.09193499999999,FLAMMABLE GASES,126,OK,LEAK,NO,4284.494818652846,MATERIAL FAILURE OF PIPE OR WELD
2014-09-04 06:40:00,2014,40.52243,-74.25384,REFINED LIQUIDS,42,TX,OTHER,NO,32867.35751295334,EQUIPMENT FAILURE
2014-09-17 12:55:00,2014,37.976653999999996,-122.32212700000001,REFINED LIQUIDS,84,CA,LEAK,NO,5869.170984455956,EQUIPMENT FAILURE
2014-09-10 14:30:00,2014,47.68412,-95.41216,CRUDE OIL,0,MN,LEAK,NO,56111.62227979281,EQUIPMENT FAILURE
2014-09-05 20:30:00,2014,42.225543,-104.694563,CRUDE OIL,630,WY,LEAK,NO,4695.336787564761,EQUIPMENT FAILURE
2014-09-05 09:05:00,2014,28.949209999999997,-95.42987600000001,CRUDE OIL,210,TX,OVERFILL OR OVERFLOW,NO,47540.2849740933,EQUIPMENT FAILURE
2014-09-04 10:10:00,2014,37.08543,-97.3445,CRUDE OIL,1680,KS,LEAK,YES,41201.58031088086,EXCAVATION DAMAGE
2014-09-26 16:00:00,2014,40.612444,-74.241097,REFINED LIQUIDS,420,NJ,LEAK,NO,80517.98290155431,OTHER INCIDENT CAUSE
2014-09-01 08:00:00,2014,29.256940000000004,-89.96583000000001,CRUDE OIL,420,LA,LEAK,YES,1467292.746113988,MATERIAL FAILURE OF PIPE OR WELD
2014-09-08 14:00:00,2014,42.308627,-107.8725,CRUDE OIL,1260,WY,OVERFILL OR OVERFLOW,NO,23687.974093264347,INCORRECT OPERATION
2014-09-14 06:30:00,2014,38.003663,-122.056224,REFINED LIQUIDS,504,CA,OTHER,NO,95041.83341968899,INCORRECT OPERATION
2014-09-12 19:30:00,2014,28.928655,-97.786325,REFINED LIQUIDS,0,TX,OTHER,NO,13319.496632124352,INCORRECT OPERATION
2014-09-10 11:15:00,2014,31.8015,-103.79673000000001,CRUDE OIL,714,TX,LEAK,NO,174394.19896373063,CORROSION FAILURE
2014-09-16 12:45:00,2014,29.105684000000004,-90.192503,CRUDE OIL,0,LA,LEAK,NO,112688.08290155428,CORROSION FAILURE
2014-09-11 18:20:00,2014,29.760156,-96.148478,CRUDE OIL,0,TX,OVERFILL OR OVERFLOW,NO,1995.5181347150265,INCORRECT OPERATION
2014-09-13 14:10:00,2014,37.08136,-97.85246,FLAMMABLE GASES,630,KS,LEAK,YES,253690.22046632058,MATERIAL FAILURE OF PIPE OR WELD
2014-09-14 12:10:00,2014,35.435057,-119.68223,CRUDE OIL,0,CA,LEAK,NO,3533.2409326424877,EQUIPMENT FAILURE
2014-10-03 02:15:00,2014,29.08966,-96.62664000000001,FLAMMABLE GASES,1428,TX,OTHER,NO,1760.7512953367868,NATURAL FORCE DAMAGE
2014-09-20 21:30:00,2014,32.775858,-102.96005500000001,FLAMMABLE GASES,42,TX,LEAK,NO,117442.11139896362,EQUIPMENT FAILURE
2014-09-26 16:00:00,2014,30.528877,-91.74680699999999,REFINED LIQUIDS,0,LA,LEAK,NO,19027.852331606216,EQUIPMENT FAILURE
2014-09-18 17:36:00,2014,35.13221,-91.59935,REFINED LIQUIDS,10500,AR,MECHANICAL PUNCTURE,NO,1093426.5544041458,EXCAVATION DAMAGE
2014-09-26 07:15:00,2014,40.214209999999994,-104.60538000000001,CRUDE OIL,840,CO,OVERFILL OR OVERFLOW,NO,11738.341968911913,EQUIPMENT FAILURE
2014-09-29 08:35:00,2014,41.55556,-87.88528000000001,CRUDE OIL,882,IL,LEAK,NO,198490.6673575129,EQUIPMENT FAILURE
2014-09-24 03:16:00,2014,35.265278,-101.890833,REFINED LIQUIDS,42,TX,LEAK,NO,20054.957253886005,EQUIPMENT FAILURE
2014-09-25 10:43:00,2014,35.134147,-91.242388,FLAMMABLE GASES,0,AR,LEAK,NO,166027.10880829018,EQUIPMENT FAILURE
2014-09-25 15:32:00,2014,33.29701,-97.95649300000001,CRUDE OIL,5376,TX,LEAK,NO,657934.067357512,CORROSION FAILURE
2014-09-25 13:00:00,2014,32.56757,-100.96222,CRUDE OIL,42,TX,LEAK,NO,17713.158031088085,OTHER OUTSIDE FORCE DAMAGE
2014-09-25 09:15:00,2014,45.206089,-93.099272,CRUDE OIL,126,MN,LEAK,YES,1192892.5689119163,MATERIAL FAILURE OF PIPE OR WELD
2014-09-26 11:30:00,2014,37.12897,-97.051558,FLAMMABLE GASES,0,KS,LEAK,NO,5898.51683937823,EQUIPMENT FAILURE
2014-09-24 10:00:00,2014,29.56687,-98.12971999999999,REFINED LIQUIDS,630,TX,LEAK,YES,894461.6580310884,CORROSION FAILURE
2014-09-25 08:56:00,2014,41.62263,-83.48666999999999,FLAMMABLE GASES,42,OH,LEAK,NO,6103.937823834186,INCORRECT OPERATION
2014-09-28 18:30:00,2014,34.553070299999995,-97.403032,CRUDE OIL,4830,OK,OVERFILL OR OVERFLOW,NO,11738.341968911913,EQUIPMENT FAILURE
2014-09-30 15:52:00,2014,27.783128,-97.825896,CRUDE OIL,42,TX,LEAK,NO,931291.8797927463,CORROSION FAILURE
2014-10-08 07:35:00,2014,41.782605,-107.11650300000001,REFINED LIQUIDS,0,WY,OTHER,NO,1903.9590673575121,INCORRECT OPERATION
2014-10-11 09:00:00,2014,32.02424,-102.013347,CRUDE OIL,126,TX,LEAK,NO,10376.694300518133,EQUIPMENT FAILURE
2014-09-30 06:56:00,2014,33.29701,-97.95649300000001,CRUDE OIL,420,TX,LEAK,NO,657934.067357512,CORROSION FAILURE
2014-10-02 17:00:00,2014,29.72979,-95.22211999999999,REFINED LIQUIDS,84,TX,OTHER,NO,176.07512953367873,INCORRECT OPERATION
2014-10-02 15:54:00,2014,27.770421999999996,-97.54975,CRUDE OIL,252,TX,LEAK,NO,1338475.007512952,CORROSION FAILURE
2014-10-06 13:30:00,2014,47.12312,-96.94799,REFINED LIQUIDS,0,ND,LEAK,YES,1220.7875647668395,EQUIPMENT FAILURE
2014-10-02 08:49:00,2014,35.94373,-96.76142,CRUDE OIL,336,OK,LEAK,YES,177014.1968911916,CORROSION FAILURE
2014-10-06 16:49:00,2014,30.19156,-95.35386,FLAMMABLE GASES,0,TX,LEAK,NO,193741.3341968911,EQUIPMENT FAILURE
2014-10-06 23:10:00,2014,37.69212,-122.3997,REFINED LIQUIDS,0,CA,OVERFILL OR OVERFLOW,NO,18979.725129533683,INCORRECT OPERATION
2014-10-06 01:43:00,2014,31.950527,-102.603994,CRUDE OIL,0,TX,LEAK,NO,17666.20466321244,CORROSION FAILURE
2014-10-09 14:00:00,2014,34.87656,-97.79842,CRUDE OIL,42,OK,LEAK,NO,9486.927979274615,CORROSION FAILURE
2014-10-12 11:58:00,2014,29.066378999999998,-97.369206,REFINED LIQUIDS,0,TX,LEAK,NO,16990.076165803108,EQUIPMENT FAILURE
2014-10-24 05:35:00,2014,37.14269,-107.78608,FLAMMABLE GASES,0,CO,OTHER,NO,293.458549222799,EQUIPMENT FAILURE
2014-10-10 12:30:00,2014,30.0503,-93.721048,FLAMMABLE GASES,252,LA,LEAK,NO,28551736.13290144,MATERIAL FAILURE OF PIPE OR WELD
2014-10-13 08:00:00,2014,32.652787,-93.981854,CRUDE OIL,189378,LA,RUPTURE,YES,13737131.579533681,MATERIAL FAILURE OF PIPE OR WELD
2014-10-21 12:45:00,2014,31.656494,-102.24815,CRUDE OIL,168,TX,LEAK,NO,31693.523316062194,MATERIAL FAILURE OF PIPE OR WELD
